Model Parameters: a, b, 1/eps, Lx, Ly, Dv = 0.75, 0.01, 50, 40, 40, 0
Numerical Parameters: NX, NY, ts, delta = 201, 201, 0.8, 0.001 
File written: Thu Jun 18 15:30:19 2015
Comments: 2D 





Ascii values of u and v follow
0 0.632958
0 0.629362
0 0.619318
0 0.604661
0 0.587468
0 0.569357
0 0.55124
0 0.533506
0 0.516313
0 0.499697
0 0.483666
0 0.468208
0 0.453289
0 0.438899
0 0.425027
0 0.411636
0 0.398718
0 0.386255
0 0.374238
0 0.362635
0 0.35144
0 0.340644
0 0.330221
0 0.320167
0 0.310457
0 0.301088
0 0.292049
0 0.283319
0 0.274896
0 0.26676
0 0.258912
0 0.251329
0 0.244014
0 0.236947
0 0.230128
0 0.223539
0 0.217181
0 0.211038
0 0.205108
0 0.199381
0 0.193848
0 0.188508
0 0.183348
0 0.178367
0 0.173555
0 0.168906
0 0.164418
0 0.160083
0 0.155895
0 0.151849
0 0.147944
0 0.144172
0 0.140526
0 0.137004
0 0.133606
0 0.130323
0 0.127152
0 0.12409
0 0.121135
0 0.118279
0 0.115524
0 0.112861
0 0.110292
0 0.107812
0 0.105419
0 0.103109
0 0.10088
0 0.0987304
0 0.0966556
0 0.0946553
0 0.0927294
0 0.0908718
0 0.089077
0 0.0873516
0 0.0856919
0 0.0840911
0 0.08255
0 0.0810694
0 0.0796445
0 0.0782754
0 0.0769604
0 0.0756975
0 0.0744863
0 0.0733258
0 0.0722132
0 0.0711488
0 0.0701317
0 0.0691596
0 0.0682335
0 0.0673512
0 0.0665115
0 0.0657136
0 0.0649579
0 0.0642446
0 0.0635715
0 0.0629391
0 0.0623443
0 0.0617897
0 0.0612727
0 0.0607269
0 0.060273
0 0.0598471
0 0.0594462
0 0.0590718
0 0.0587255
0 0.0584046
0 0.0581098
0 0.0578381
0 0.057591
0 0.0573657
0 0.0571622
0 0.056979
0 0.0568155
0 0.0566695
0 0.0565426
0 0.0564321
0 0.0563376
0 0.0562578
0 0.0561916
0 0.0561408
0 0.0561029
0 0.0560763
0 0.0560625
0 0.0560587
0 0.0560669
0 0.0560839
0 0.0561107
0 0.0561479
0 0.0561927
0 0.0562461
0 0.056308
0 0.0563786
0 0.0564562
0 0.0565421
0 0.0566345
0 0.0567352
0 0.0568424
0 0.0569555
0 0.0570752
0 0.0572022
0 0.0573356
0 0.057475
0 0.0576209
0 0.0577747
0 0.0579343
0 0.0581001
0 0.0582723
0 0.0584516
0 0.0586375
0 0.0588317
0 0.0590313
0 0.0592379
0 0.0594517
0 0.0596748
0 0.0599035
0 0.0601413
0 0.0603851
0 0.0606384
0 0.0608997
0 0.0611676
0 0.0614449
0 0.0617317
0 0.062026
0 0.0623302
0 0.0626443
0 0.0629669
0 0.0632975
0 0.0636406
0 0.0639923
0 0.0643532
0 0.0647266
0 0.0651084
0 0.0655021
0 0.0659062
0 0.0663202
0 0.0667477
0 0.0671841
0 0.0676319
0 0.068091
0 0.0685611
0 0.0690424
0 0.0695322
0 0.0700336
0 0.0705411
0 0.071059
0 0.0715818
0 0.0721074
0 0.0726379
0 0.0731649
0 0.0736891
0 0.0742022
0 0.074702
0 0.0751803
0 0.07563
