Model Parameters: a, b, 1/eps, Lx, Ly, Dv = 0.75, 0.01, 50, 40, 40, 0
Numerical Parameters: NX, NY, ts, delta = 201, 201, 0.8, 0.001 
File written: Thu Jun 18 15:30:19 2015
Comments: 2D 





Ascii values of u and v follow
0 0.49718
0 0.494356
0 0.486466
0 0.474953
0 0.461448
0 0.447222
0 0.432991
0 0.419062
0 0.405557
0 0.392505
0 0.379913
0 0.367771
0 0.356053
0 0.344749
0 0.333853
0 0.323334
0 0.313188
0 0.303398
0 0.293959
0 0.284845
0 0.276051
0 0.267571
0 0.259384
0 0.251487
0 0.24386
0 0.2365
0 0.2294
0 0.222543
0 0.215927
0 0.209536
0 0.203372
0 0.197416
0 0.19167
0 0.186119
0 0.180762
0 0.175587
0 0.170593
0 0.165767
0 0.161109
0 0.156611
0 0.152265
0 0.14807
0 0.144017
0 0.140105
0 0.136325
0 0.132673
0 0.129148
0 0.125743
0 0.122453
0 0.119275
0 0.116208
0 0.113245
0 0.110381
0 0.107614
0 0.104946
0 0.102367
0 0.0998763
0 0.097471
0 0.0951498
0 0.0929066
0 0.0907423
0 0.0886507
0 0.086633
0 0.0846849
0 0.0828052
0 0.0809907
0 0.0792399
0 0.0775514
0 0.0759217
0 0.0743505
0 0.0728377
0 0.0713786
0 0.0699688
0 0.0686135
0 0.0673099
0 0.0660525
0 0.064842
0 0.0636789
0 0.0625597
0 0.0614843
0 0.0604514
0 0.0594594
0 0.058508
0 0.0575965
0 0.0567225
0 0.0558864
0 0.0550875
0 0.054324
0 0.0535965
0 0.0529035
0 0.0522439
0 0.0516172
0 0.0510236
0 0.0504633
0 0.0499346
0 0.0494379
0 0.0489706
0 0.048535
0 0.0481289
0 0.0477002
0 0.0473437
0 0.0470091
0 0.0466942
0 0.0464001
0 0.0461281
0 0.0458761
0 0.0456445
0 0.0454311
0 0.045237
0 0.04506
0 0.0449001
0 0.0447563
0 0.0446279
0 0.0445132
0 0.0444135
0 0.0443267
0 0.0442524
0 0.0441898
0 0.0441377
0 0.0440979
0 0.0440681
0 0.0440472
0 0.0440364
0 0.0440333
0 0.0440398
0 0.0440532
0 0.0440742
0 0.0441034
0 0.0441386
0 0.0441805
0 0.0442292
0 0.0442847
0 0.0443456
0 0.0444131
0 0.0444857
0 0.0445648
0 0.0446489
0 0.0447378
0 0.0448318
0 0.0449316
0 0.0450363
0 0.0451459
0 0.0452605
0 0.0453813
0 0.0455066
0 0.0456369
0 0.0457721
0 0.045913
0 0.046059
0 0.0462115
0 0.0463683
0 0.0465306
0 0.0466985
0 0.0468738
0 0.0470534
0 0.0472402
0 0.0474317
0 0.0476306
0 0.0478359
0 0.0480463
0 0.0482642
0 0.0484895
0 0.0487206
0 0.0489595
0 0.0492063
0 0.0494597
0 0.0497193
0 0.0499889
0 0.0502651
0 0.0505486
0 0.0508419
0 0.0511418
0 0.051451
0 0.0517684
0 0.0520937
0 0.0524294
0 0.0527722
0 0.053124
0 0.0534846
0 0.0538538
0 0.0542319
0 0.0546166
0 0.0550105
0 0.0554091
0 0.0558159
0 0.0562266
0 0.0566394
0 0.0570561
0 0.0574701
0 0.0578819
0 0.0582848
0 0.0586775
