Model Parameters: a, b, 1/eps, Lx, Ly, Dv = 0.75, 0.01, 50, 40, 40, 0
Numerical Parameters: NX, NY, ts, delta = 201, 201, 0.8, 0.001 
File written: Thu Jun 18 15:30:19 2015
Comments: 2D 





Ascii values of u and v follow
0 0.440639
0 0.438136
0 0.431144
0 0.42094
0 0.408971
0 0.396363
0 0.38375
0 0.371405
0 0.359436
0 0.347868
0 0.336708
0 0.325947
0 0.315562
0 0.305543
0 0.295886
0 0.286563
0 0.277571
0 0.268895
0 0.260529
0 0.252452
0 0.244658
0 0.237142
0 0.229886
0 0.222887
0 0.216127
0 0.209605
0 0.203312
0 0.197235
0 0.191371
0 0.185707
0 0.180244
0 0.174965
0 0.169873
0 0.164953
0 0.160205
0 0.155619
0 0.151193
0 0.146915
0 0.142787
0 0.138801
0 0.134949
0 0.131231
0 0.127639
0 0.124172
0 0.120822
0 0.117585
0 0.114461
0 0.111443
0 0.108527
0 0.105711
0 0.102992
0 0.100366
0 0.0978281
0 0.0953758
0 0.0930112
0 0.0907255
0 0.0885181
0 0.0863863
0 0.0843291
0 0.082341
0 0.0804228
0 0.0785691
0 0.0767808
0 0.0750543
0 0.0733883
0 0.0717802
0 0.0702285
0 0.068732
0 0.0672877
0 0.0658951
0 0.0645544
0 0.0632612
0 0.0620117
0 0.0608106
0 0.0596552
0 0.0585408
0 0.057468
0 0.0564371
0 0.0554452
0 0.0544921
0 0.0535767
0 0.0526975
0 0.0518543
0 0.0510465
0 0.0502718
0 0.0495308
0 0.0488228
0 0.0481461
0 0.0475013
0 0.0468872
0 0.0463026
0 0.0457471
0 0.045221
0 0.0447245
0 0.0442559
0 0.0438157
0 0.0434015
0.00110315 0.0430293
0.00127054 0.0426714
0.00166549 0.0422964
0.0018496 0.0419965
0.00228918 0.041707
0.00250473 0.0414345
0.00282384 0.0411913
0.00299095 0.0409565
0.00312734 0.040736
0.00318754 0.0405322
0.00321319 0.0403436
0.00320613 0.0401714
0.00316428 0.0400135
0.00304445 0.0398693
0.00289289 0.039736
0.00258412 0.0396047
0.00238788 0.0394967
0.00216023 0.0394042
0.00178757 0.0393212
0.00161119 0.03924
0.00121375 0.0391795
0.000998324 0.0391307
0 0.0390829
0 0.0390565
0 0.039038
0 0.0390284
0 0.0390257
0 0.0390315
0 0.0390433
0 0.0390619
0 0.0390878
0 0.039119
0 0.0391562
0 0.0391993
0 0.0392485
0 0.0393025
0 0.0393623
0 0.0394267
0 0.0394968
0 0.0395713
0 0.0396501
0 0.0397334
0 0.0398218
0 0.0399146
0 0.0400118
0 0.0401133
0 0.0402204
0 0.0403315
0 0.0404469
0 0.0405668
0 0.0406916
0 0.040821
0 0.0409562
0 0.0410952
0 0.041239
0 0.0413878
0 0.0415432
0 0.0417023
0 0.0418679
0 0.0420376
0 0.0422139
0 0.0423959
0 0.0425823
0 0.0427754
0 0.0429751
0 0.0431799
0 0.0433917
0 0.0436104
0 0.043835
0 0.0440651
0 0.044304
0 0.0445488
0 0.0448001
0 0.04506
0 0.0453258
0 0.0455998
0 0.0458811
0 0.0461694
0 0.046467
0 0.0467708
0 0.0470826
0 0.0474022
0 0.0477294
0 0.0480645
