Model Parameters: a, b, 1/eps, Lx, Ly, Dv = 0.75, 0.01, 50, 40, 40, 0
Numerical Parameters: NX, NY, ts, delta = 201, 201, 0.8, 0.001 
File written: Thu Jun 18 15:30:20 2015
Comments: 2D 





Ascii values of u and v follow
0 0.306755
0 0.305012
0 0.300145
0 0.29304
0 0.284709
0 0.275932
0 0.267151
0 0.258557
0 0.250224
0 0.242171
0 0.234402
0 0.226911
0 0.219681
0 0.212706
0 0.205984
0 0.199493
0 0.193234
0 0.187193
0 0.181369
0 0.175746
0 0.170321
0 0.165089
0 0.160038
0 0.155165
0 0.150459
0 0.145918
0 0.141538
0 0.137307
0 0.133225
0 0.129282
0 0.125478
0 0.121803
0 0.118259
0 0.114833
0 0.111528
0 0.108336
0 0.105254
0 0.102275
0 0.0994022
0 0.0966272
0 0.0939454
0 0.0913574
0 0.0888564
0 0.0864436
0 0.0841115
0 0.0818579
0 0.0796829
0 0.077582
0 0.075552
0 0.0735916
0 0.0716987
0 0.0698707
0 0.0681039
0 0.0663968
0 0.0647506
0 0.0631594
0 0.0616227
0 0.0601386
0 0.0587065
0 0.0573223
0 0.0559871
0 0.0546966
0 0.0534516
0 0.0522497
0 0.05109
0 0.0499704
0 0.0488902
0.00144828 0.0478666
0.00266319 0.046912
0.00467844 0.0460181
0.00738496 0.0452145
0.0111381 0.0444951
0.0163636 0.0438951
0.0235757 0.0434264
0.0334629 0.0431257
0.0469167 0.0430475
0.065083 0.0432202
0.0894051 0.0437142
0.121655 0.0446035
0.163895 0.0459724
0.218262 0.047911
0.286417 0.050509
0.368515 0.0538445
0.461894 0.0579658
0.560416 0.0628706
0.655681 0.0684938
0.739968 0.0747053
0.808857 0.0813279
0.861749 0.0881654
0.900616 0.0950561
0.928417 0.101844
0.948032 0.108417
0.961814 0.114689
0.971521 0.120623
0.978403 0.126172
0.983325 0.131331
0.986883 0.136074
0.989481 0.14041
0.991399 0.144324
0.992827 0.147794
0.993897 0.150887
0.994704 0.153562
0.995311 0.155828
0.995764 0.157697
0.996097 0.15916
0.996332 0.160224
0.996484 0.160896
0.996562 0.161178
0.996573 0.161074
0.996516 0.160587
0.996391 0.159718
0.996189 0.158467
0.995898 0.15683
0.995503 0.154825
0.994978 0.152447
0.994289 0.149692
0.993387 0.146557
0.992204 0.143057
0.990648 0.139186
0.988585 0.134941
0.98583 0.130338
0.982116 0.125372
0.977066 0.120064
0.970142 0.114415
0.960578 0.108458
0.947305 0.102211
0.92886 0.0957276
0.903332 0.0890812
0.868424 0.0823436
0.821747 0.0756357
0.76153 0.0690957
0.687683 0.0628777
0.602805 0.0571034
0.51224 0.0518914
0.422707 0.0473118
0.340168 0.043387
0.268321 0.0400963
0.208422 0.0373906
0.159976 0.0352046
0.121599 0.0334677
0.0916332 0.0321098
0.0684849 0.0310659
0.0507551 0.0302785
0.0372768 0.0296981
0.0270992 0.0292814
0.0194631 0.0289923
0.0137736 0.0288003
0.00955053 0.0286796
0.00642236 0.0286326
0.00413331 0.0286308
0.00232179 0.0286563
0.00132546 0.0287253
0 0.0288125
0 0.0289207
0 0.0290314
0 0.0291467
0 0.0292649
0 0.0293876
0 0.0295143
0 0.029644
