Model Parameters: a, b, 1/eps, Lx, Ly, Dv = 0.75, 0.01, 50, 40, 40, 0
Numerical Parameters: NX, NY, ts, delta = 201, 201, 0.8, 0.001 
File written: Thu Jun 18 15:30:18 2015
Comments: 2D 





Ascii values of u and v follow
1 0.55407
1 0.556556
1 0.563528
1 0.573732
0.999999 0.585721
0.999999 0.598379
0.999996 0.611054
0.999989 0.623453
0.999969 0.635465
0.999917 0.647074
0.999782 0.658276
0.999439 0.669069
0.99858 0.679464
0.996452 0.689438
0.991199 0.698927
0.978203 0.707764
0.94617 0.715529
0.870619 0.721279
0.717252 0.723394
0.490148 0.720081
0.27174 0.710638
0.129571 0.696067
0.0573763 0.67837
0.0248297 0.659343
0.0107679 0.640067
0.00472901 0.621065
0.00210465 0.602548
0.000835663 0.584599
0 0.567218
0 0.550431
0 0.534237
0 0.518593
0 0.503499
0 0.488916
0 0.474846
0 0.46125
0 0.44813
0 0.435454
0 0.423219
0 0.411404
0 0.399987
0 0.388967
0 0.378319
0 0.368042
0 0.358114
0 0.34852
0 0.33926
0 0.330315
0 0.321675
0 0.313326
0 0.305267
0 0.297482
0 0.289961
0 0.282695
0 0.275682
0 0.268908
0 0.262366
0 0.256048
0 0.249948
0 0.244058
0 0.23837
0 0.232879
0 0.227577
0 0.22246
0 0.217522
0 0.212755
0 0.208156
0 0.20372
0 0.19944
0 0.195313
0 0.191337
0 0.187502
0 0.183803
0 0.180243
0 0.176816
0 0.173513
0 0.170334
0 0.167278
0 0.164338
0 0.161514
0 0.158799
0 0.156195
0 0.153695
0 0.1513
0 0.149004
0 0.146809
0 0.14471
0 0.142704
0 0.140792
0 0.138972
0 0.137239
0 0.135593
0 0.134034
0 0.132562
0 0.131173
0 0.129869
0 0.128642
0 0.127496
0 0.12643
0 0.125304
0 0.124367
0 0.123488
0 0.122661
0 0.121889
0 0.121174
0 0.120512
0 0.119904
0 0.119343
0 0.118833
0 0.118368
0 0.117948
0 0.11757
0 0.117233
0 0.116932
0 0.11667
0 0.116442
0 0.116247
0 0.116082
0 0.115946
0 0.115841
0 0.115763
0 0.115708
0 0.115679
0 0.115672
0 0.115688
0 0.115723
0 0.115779
0 0.115855
0 0.115948
0 0.116059
0 0.116186
0 0.116332
0 0.116492
0 0.116669
0 0.11686
0 0.117067
0 0.117288
0 0.117522
0 0.117769
0 0.118031
0 0.118306
0 0.118594
0 0.118895
0 0.119212
0 0.119542
0 0.119884
0 0.120239
0 0.120609
0 0.120993
0 0.121393
0 0.121805
0 0.122231
0 0.122673
0 0.123133
0 0.123605
0 0.124095
0 0.124599
0 0.125121
0 0.12566
0 0.126213
0 0.126785
0 0.127377
0 0.127985
0 0.128612
0 0.12926
0 0.129925
0 0.130608
0 0.131316
0 0.132041
0 0.132787
0 0.133557
0 0.134345
0 0.135156
0 0.135991
0 0.136846
0 0.137727
0 0.138627
0 0.139551
0 0.140499
0 0.141469
0 0.142462
0 0.143473
0 0.144507
0 0.145555
0 0.146624
0 0.147702
0 0.148787
0 0.149881
0 0.150969
0 0.15205
0 0.153109
0 0.15414
0 0.155127
0 0.156055
0 0.15691
0 0.157676
0 0.158331
0 0.158861
0 0.159252
