Model Parameters: a, b, 1/eps, Lx, Ly, Dv = 0.75, 0.01, 50, 40, 40, 0
Numerical Parameters: NX, NY, ts, delta = 201, 201, 0.8, 0.001 
File written: Thu Jun 18 15:30:16 2015
Comments: 2D 





Ascii values of u and v follow
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0 0.00381655
0.0011063 1.33732e-05
0.00186231 2.25016e-05
0.00254308 4.92756e-05
0.00369822 8.4246e-05
0.004774 0.000115389
0.00592822 0.000163832
0.00720172 0.000217395
0.00850366 0.000263805
0.00987819 0.000312851
0.0112957 0.000377047
0.0127667 0.000437521
0.0142631 0.000507276
0.015764 0.000568277
0.0172584 0.000626984
0.0187366 0.000687505
0.0201862 0.000758443
0.0216001 0.000819117
0.0229642 0.000874752
0.0242737 0.000928122
0.0255207 0.000982338
0.0267003 0.0010449
0.0278018 0.00109541
0.028819 0.00113864
0.0297473 0.00117645
0.0305888 0.00121012
0.0313481 0.00124032
0.0320314 0.00126739
0.0326438 0.00129157
0.0331906 0.00131309
0.0336765 0.00133218
0.0341072 0.00134908
0.0344889 0.00136406
0.0348294 0.00137755
0.0351366 0.00139017
0.0354181 0.00140283
0.035677 0.00141653
0.035915 0.00143324
0.0361256 0.00145937
0.0363072 0.00147315
0.0364547 0.00148137
0.0365711 0.00148663
0.0366604 0.00149025
0.0367294 0.00149293
0.0367837 0.00149503
0.0368271 0.00149672
0.0368624 0.0014981
0.0368911 0.00149922
0.0369144 0.00150012
0.0369332 0.00150085
0.0369483 0.00150144
0.0369605 0.00150192
0.0369702 0.00150229
0.0369779 0.00150259
0.036984 0.00150282
0.0369887 0.00150301
0.0369924 0.00150315
