Model Parameters: a, b, 1/eps, Lx, Ly, Dv = 0.75, 0.01, 50, 40, 40, 0
Numerical Parameters: NX, NY, ts, delta = 201, 201, 0.8, 0.001 
File written: Thu Jun 18 15:30:19 2015
Comments: 2D 





Ascii values of u and v follow
0.957463 0.723211
0.938883 0.724019
0.869335 0.725584
0.717351 0.725539
0.488051 0.721069
0.267636 0.710694
0.125765 0.695093
0.0548355 0.676256
0.0233708 0.656063
0.00998648 0.635655
0.00432319 0.615567
0.00187805 0.596015
0.000722371 0.57708
0 0.558761
0 0.5411
0 0.524052
0 0.507607
0 0.49174
0 0.476441
0 0.46167
0 0.447417
0 0.433672
0 0.420404
0 0.407603
0 0.395241
0 0.383314
0 0.371806
0 0.360692
0 0.349968
0 0.33961
0 0.329619
0 0.319966
0 0.310653
0 0.301656
0 0.292975
0 0.284586
0 0.276492
0 0.268671
0 0.261122
0 0.253832
0 0.246787
0 0.239988
0 0.233419
0 0.227078
0 0.220952
0 0.215033
0 0.20932
0 0.203801
0 0.198469
0 0.193319
0 0.188346
0 0.183544
0 0.178903
0 0.174419
0 0.170093
0 0.165914
0 0.161877
0 0.157979
0 0.154216
0 0.150581
0 0.147072
0 0.143683
0 0.140412
0 0.137255
0 0.134209
0 0.131267
0 0.12843
0 0.125693
0 0.123052
0 0.120505
0 0.118053
0 0.115688
0 0.113404
0 0.111207
0 0.109094
0 0.107056
0 0.105094
0 0.103209
0 0.101395
0 0.0996521
0 0.0979779
0 0.0963702
0 0.0948281
0 0.0933507
0 0.0919344
0 0.0905793
0 0.0892844
0 0.0880468
0 0.0868678
0 0.0857445
0 0.0846755
0 0.0836598
0 0.0826976
0 0.0817896
0 0.0809326
0 0.0801275
0 0.0793703
0 0.0786642
0 0.078006
0 0.0773112
0 0.0767334
0 0.0761911
0 0.0756808
0 0.075204
0 0.0747632
0 0.0743546
0 0.0739794
0 0.0736334
0 0.0733188
0 0.073032
0 0.072773
0 0.0725398
0 0.0723316
0 0.0721457
0 0.0719842
0 0.0718435
0 0.0717232
0 0.0716216
0 0.0715373
0 0.0714726
0 0.0714244
0 0.0713904
0 0.071373
0 0.0713681
0 0.0713786
0 0.0714002
0 0.0714343
0 0.0714816
0 0.0715387
0 0.0716068
0 0.0716855
0 0.0717753
0 0.0718742
0 0.0719835
0 0.0721012
0 0.0722293
0 0.0723657
0 0.0725098
0 0.0726622
0 0.0728238
0 0.0729937
0 0.0731712
0 0.073357
0 0.0735527
0 0.073756
0 0.0739669
0 0.0741862
0 0.0744145
0 0.0746512
0 0.0748984
0 0.0751525
0 0.0754156
0 0.0756878
0 0.0759718
0 0.0762628
0 0.0765656
0 0.0768761
0 0.0771985
0 0.0775312
0 0.0778723
0 0.0782253
0 0.0785903
0 0.078965
0 0.0793523
0 0.0797521
0 0.0801629
0 0.0805838
0 0.0810206
0 0.0814683
0 0.0819278
0 0.0824031
0 0.0828892
0 0.0833904
0 0.0839049
0 0.084432
0 0.0849763
0 0.0855317
0 0.0861019
0 0.0866863
0 0.0872849
0 0.0878976
0 0.0885212
0 0.0891595
0 0.0898056
0 0.0904649
0 0.0911305
0 0.0917997
0 0.092475
0 0.0931459
